1460704495108,1,04/15/2016,10:48:16,123.45,1
1460704496108,1,04/15/2016,10:48:16,123.45,1
1460704497108,1,04/15/2016,10:48:16,123.45,1
1460704498108,1,04/15/2016,10:48:16,123.45,1
1460704499108,1,04/15/2016,10:48:16,123.45,1
1460704500108,1,04/15/2016,10:48:16,123.45,1
1460704501108,1,04/15/2016,10:48:16,123.45,1
1460704502108,1,04/15/2016,10:48:16,123.45,1
1460704503108,1,04/15/2016,10:48:16,123.45,1
1460704504108,1,04/15/2016,10:48:16,123.45,1
1460704505108,1,04/15/2016,10:48:16,123.45,1
1460704506108,1,04/15/2016,10:48:16,123.45,1
1460704507108,1,04/15/2016,10:48:16,123.45,1
1460704508108,1,04/15/2016,10:48:16,123.45,1
1460704509108,1,04/15/2016,10:48:16,123.45,1
1460704510108,1,04/15/2016,10:48:16,123.45,1
1460704511108,1,04/15/2016,10:48:16,123.45,1
1460704512108,1,04/15/2016,10:48:16,123.45,1
1460704513108,1,04/15/2016,10:48:16,123.45,1
1460704514108,1,04/15/2016,10:48:16,123.45,1
1460704515108,1,04/15/2016,10:48:16,123.45,1
1460704516108,1,04/15/2016,10:48:16,123.45,1
1460704517108,1,04/15/2016,10:48:16,123.45,1
1460704518108,1,04/15/2016,10:48:16,123.45,1
1460704519108,1,04/15/2016,10:48:16,123.45,1
1460704520108,1,04/15/2016,10:48:16,123.45,1
1460704521108,1,04/15/2016,10:48:16,123.45,1
1460704522108,1,04/15/2016,10:48:16,123.45,1
1460704523108,1,04/15/2016,10:48:16,123.45,1
1460704524108,1,04/15/2016,10:48:16,123.45,1
1460704525108,1,04/15/2016,10:48:16,123.45,1
1460704526108,1,04/15/2016,10:48:16,123.45,1
1460704527108,1,04/15/2016,10:48:16,123.45,1
1460704528108,1,04/15/2016,10:48:16,123.45,1
1460704529108,1,04/15/2016,10:48:16,123.45,1
1460704530108,1,04/15/2016,10:48:16,123.45,1
1460704531108,1,04/15/2016,10:48:16,123.45,1
1460704532108,1,04/15/2016,10:48:16,123.45,1
1460704533108,1,04/15/2016,10:48:16,123.45,1
1460704534108,1,04/15/2016,10:48:16,123.45,1
1460704535108,1,04/15/2016,10:48:16,123.45,1
1460704536108,1,04/15/2016,10:48:16,123.45,1
1460704537108,1,04/15/2016,10:48:16,123.45,1
1460704538108,1,04/15/2016,10:48:16,123.45,1
1460704539108,1,04/15/2016,10:48:16,123.45,1
1460704540108,1,04/15/2016,10:48:16,123.45,1
1460704541108,1,04/15/2016,10:48:16,123.45,1
1460704542108,1,04/15/2016,10:48:16,123.45,1
1460704543108,1,04/15/2016,10:48:16,123.45,1
1460704544108,1,04/15/2016,10:48:16,123.45,1
1460704545108,1,04/15/2016,10:48:16,123.45,1
1460704546108,1,04/15/2016,10:48:16,123.45,1
1460704547108,1,04/15/2016,10:48:16,123.45,1
1460704548108,1,04/15/2016,10:48:16,123.45,1
1460704549108,1,04/15/2016,10:48:16,123.45,1
1460704550108,1,04/15/2016,10:48:16,123.45,1
1460704551108,1,04/15/2016,10:48:16,123.45,1
1460704552108,1,04/15/2016,10:48:16,123.45,1
1460704553108,1,04/15/2016,10:48:16,123.45,1
1460704554108,1,04/15/2016,10:48:16,123.45,1
1460704555108,1,04/15/2016,10:48:16,123.45,1
1460704556108,1,04/15/2016,10:48:16,123.45,1
1460704557108,1,04/15/2016,10:48:16,123.45,1
1460704558108,1,04/15/2016,10:48:16,123.45,1
1460704559108,1,04/15/2016,10:48:16,123.45,1
1460704560108,1,04/15/2016,10:48:16,123.45,1
1460704561108,1,04/15/2016,10:48:16,123.45,1
1460704562108,1,04/15/2016,10:48:16,123.45,1
1460704563108,1,04/15/2016,10:48:16,123.45,1
1460704564108,1,04/15/2016,10:48:16,123.45,1
1460704565108,1,04/15/2016,10:48:16,123.45,1
1460704566108,1,04/15/2016,10:48:16,123.45,1
